breakpoints,primitives,points
0,movej_fit,"[array([-0.85665884, -0.24532931,  0.58927248,  0.39466506,  1.20249493,
       -2.89314466])]"
6884,movec_fit,"[array([1012.25902893, -726.5872783 ,  936.19863794]), array([1016.63340077, -607.04173326,  920.69495525])]"
10741,movec_fit,"[array([1024.21923148, -539.74719741,  920.13532735]), array([1034.93013769, -473.08740595,  924.97378129])]"
14414,movec_fit,"[array([1046.95768769, -410.2225636 ,  932.98853951]), array([1060.51205992, -348.21233368,  944.27434748])]"
17436,movec_fit,"[array([1072.21543078, -297.52835338,  954.94593714]), array([1084.26691092, -247.31465134,  967.0128085 ])]"
19828,movel_fit,"[array([1103.04354472, -167.96468667,  987.20539259])]"
24653,movec_fit,"[array([1121.40593066,  -88.06752106, 1008.59771706]), array([1137.79066326,   -7.65805123, 1029.53274319])]"
29303,movec_fit,"[array([1150.49854363,   70.90728947, 1047.7748557 ]), array([1159.22627069,  150.59188017, 1062.92458754])]"
33203,movec_fit,"[array([1161.93912355,  218.45663788, 1071.57429664]), array([1160.02372226,  286.69355556, 1075.84717271])]"
39391,movec_fit,"[array([1144.52060195,  393.86468653, 1070.05645441]), array([1113.66750432,  495.36238451, 1047.90473198])]"
44571,movec_fit,"[array([1077.20035956,  572.73732463, 1017.20544822]), array([1033.64247476,  642.07145114,  977.93779963])]"
48990,movec_fit,"[array([992.68406198, 695.59632433, 939.58579932]), array([948.97178219, 743.83952696, 897.51713485])]"
49863,movel_fit,"[array([931.32561794, 762.09866946, 880.38139312])]"
50000,movel_fit,"[array([928.41858129, 764.61948334, 877.48683849])]"
